Date,Open,High,Low,Close,Volume
08/10/2021,"23,538 VND","23,914 VND","23,491 VND","23,820 VND","16,343,800"
11/10/2021,"23,961 VND","24,900 VND","23,961 VND","24,900 VND","50,738,600"
12/10/2021,"25,088 VND","25,088 VND","24,712 VND","24,900 VND","28,553,000"
13/10/2021,"24,900 VND","24,994 VND","24,572 VND","24,619 VND","30,209,200"
14/10/2021,"24,665 VND","24,900 VND","24,525 VND","24,665 VND","40,677,400"
15/10/2021,"24,853 VND","24,853 VND","24,572 VND","24,712 VND","24,273,000"
18/10/2021,"24,994 VND","25,182 VND","24,759 VND","24,853 VND","34,614,000"
19/10/2021,"24,853 VND","24,900 VND","24,431 VND","24,759 VND","31,253,800"
20/10/2021,"24,806 VND","25,323 VND","24,665 VND","24,994 VND","46,264,600"
21/10/2021,"25,370 VND","25,370 VND","24,853 VND","24,853 VND","31,198,600"
22/10/2021,"24,853 VND","24,900 VND","24,525 VND","24,572 VND","24,513,000"
25/10/2021,"24,478 VND","24,478 VND","23,867 VND","23,914 VND","59,472,420"
26/10/2021,"23,679 VND","23,961 VND","23,467 VND","23,961 VND","42,688,600"
27/10/2021,"24,055 VND","24,337 VND","23,914 VND","24,196 VND","45,342,400"
28/10/2021,"24,431 VND","24,478 VND","24,196 VND","24,337 VND","32,717,200"
29/10/2021,"24,384 VND","24,431 VND","24,102 VND","24,243 VND","25,548,800"
01/11/2021,"24,290 VND","24,665 VND","24,196 VND","24,243 VND","50,836,000"
02/11/2021,"24,337 VND","24,337 VND","24,196 VND","24,243 VND","30,936,400"
03/11/2021,"24,572 VND","25,464 VND","24,431 VND","25,229 VND","81,431,800"
04/11/2021,"25,229 VND","25,464 VND","24,806 VND","25,041 VND","37,959,200"
05/11/2021,"25,135 VND","25,135 VND","24,759 VND","24,900 VND","27,377,200"
08/11/2021,"24,806 VND","25,041 VND","24,572 VND","24,712 VND","42,577,600"
09/11/2021,"24,900 VND","25,041 VND","24,572 VND","24,572 VND","43,539,200"
10/11/2021,"24,712 VND","24,759 VND","24,243 VND","24,290 VND","40,597,400"
11/11/2021,"24,290 VND","24,619 VND","23,820 VND","24,196 VND","44,149,200"
12/11/2021,"24,149 VND","24,759 VND","24,008 VND","24,665 VND","25,774,800"
15/11/2021,"24,806 VND","24,900 VND","24,384 VND","24,431 VND","28,066,400"
16/11/2021,"24,431 VND","24,853 VND","24,243 VND","24,431 VND","28,273,000"
17/11/2021,"24,431 VND","24,619 VND","24,290 VND","24,525 VND","24,445,400"
18/11/2021,"24,431 VND","24,525 VND","24,149 VND","24,196 VND","25,971,600"
19/11/2021,"24,337 VND","25,088 VND","24,055 VND","24,572 VND","62,038,800"
22/11/2021,"24,572 VND","25,746 VND","24,572 VND","24,947 VND","48,663,000"
23/11/2021,"25,088 VND","25,135 VND","24,619 VND","24,712 VND","28,232,200"
24/11/2021,"24,712 VND","26,169 VND","24,572 VND","26,075 VND","104,743,800"
25/11/2021,"26,310 VND","26,310 VND","25,699 VND","25,793 VND","42,553,400"
26/11/2021,"25,887 VND","26,075 VND","25,323 VND","25,370 VND","43,768,600"
29/11/2021,"24,900 VND","25,088 VND","24,478 VND","24,572 VND","56,428,200"
30/11/2021,"24,947 VND","24,947 VND","24,196 VND","24,337 VND","50,667,600"
01/12/2021,"24,243 VND","24,619 VND","24,196 VND","24,619 VND","23,430,600"
02/12/2021,"24,619 VND","24,712 VND","24,290 VND","24,290 VND","19,248,000"
03/12/2021,"24,431 VND","24,525 VND","23,585 VND","23,585 VND","32,269,200"
06/12/2021,"23,632 VND","23,961 VND","22,857 VND","23,021 VND","46,483,400"
07/12/2021,"23,303 VND","23,632 VND","23,186 VND","23,491 VND","19,383,400"
08/12/2021,"23,585 VND","23,867 VND","23,444 VND","23,491 VND","16,051,400"
09/12/2021,"23,491 VND","23,679 VND","23,420 VND","23,679 VND","12,447,200"
10/12/2021,"23,726 VND","23,914 VND","23,538 VND","23,585 VND","16,684,200"
13/12/2021,"23,632 VND","23,679 VND","23,467 VND","23,491 VND","17,611,200"
14/12/2021,"23,491 VND","23,867 VND","23,420 VND","23,538 VND","18,431,400"
15/12/2021,"23,632 VND","23,867 VND","23,467 VND","23,585 VND","15,195,600"
16/12/2021,"23,726 VND","23,726 VND","23,420 VND","23,420 VND","12,950,600"
17/12/2021,"23,491 VND","23,538 VND","23,397 VND","23,420 VND","34,720,000"
20/12/2021,"23,420 VND","23,491 VND","23,186 VND","23,256 VND","24,101,560"
21/12/2021,"23,256 VND","23,350 VND","23,115 VND","23,139 VND","15,161,400"
22/12/2021,"23,162 VND","23,256 VND","22,692 VND","22,974 VND","27,054,600"
23/12/2021,"22,951 VND","22,951 VND","22,222 VND","22,246 VND","28,150,600"
24/12/2021,"22,293 VND","23,092 VND","22,293 VND","22,974 VND","15,791,200"
27/12/2021,"23,209 VND","23,209 VND","22,786 VND","22,951 VND","16,936,000"
28/12/2021,"23,139 VND","23,186 VND","22,880 VND","23,092 VND","19,092,200"
29/12/2021,"23,092 VND","23,327 VND","23,021 VND","23,068 VND","15,141,600"
30/12/2021,"23,115 VND","23,373 VND","23,021 VND","23,162 VND","12,078,200"
31/12/2021,"23,256 VND","23,726 VND","23,233 VND","23,491 VND","19,840,000"
04/01/2022,"23,726 VND","24,055 VND","23,632 VND","23,914 VND","24,108,200"
05/01/2022,"23,914 VND","24,055 VND","23,632 VND","23,726 VND","22,364,000"
06/01/2022,"23,585 VND","23,679 VND","23,303 VND","23,444 VND","22,614,600"
07/01/2022,"23,444 VND","23,538 VND","23,209 VND","23,233 VND","16,250,400"
10/01/2022,"23,256 VND","23,303 VND","22,857 VND","22,857 VND","21,657,800"
11/01/2022,"22,974 VND","23,068 VND","22,739 VND","22,763 VND","19,645,600"
12/01/2022,"22,763 VND","23,679 VND","22,739 VND","23,679 VND","24,188,200"
13/01/2022,"23,914 VND","24,337 VND","23,585 VND","23,726 VND","29,689,600"
14/01/2022,"23,491 VND","23,679 VND","23,256 VND","23,373 VND","11,546,000"
17/01/2022,"23,350 VND","23,726 VND","22,833 VND","22,833 VND","23,558,600"
18/01/2022,"22,833 VND","23,233 VND","22,786 VND","22,904 VND","19,241,400"
19/01/2022,"23,021 VND","23,209 VND","22,927 VND","22,951 VND","10,363,800"
20/01/2022,"22,857 VND","23,209 VND","22,833 VND","22,951 VND","18,698,400"
21/01/2022,"23,021 VND","23,867 VND","22,974 VND","23,397 VND","23,503,200"
24/01/2022,"23,467 VND","24,149 VND","23,397 VND","23,632 VND","34,688,800"
25/01/2022,"24,055 VND","24,478 VND","23,961 VND","24,384 VND","36,966,400"
26/01/2022,"24,619 VND","25,041 VND","24,431 VND","24,619 VND","31,402,000"
27/01/2022,"24,431 VND","24,759 VND","24,196 VND","24,384 VND","25,248,000"
28/01/2022,"24,384 VND","24,900 VND","24,243 VND","24,806 VND","20,665,800"
07/02/2022,"25,229 VND","25,276 VND","24,806 VND","24,806 VND","20,920,000"
08/02/2022,"24,806 VND","25,511 VND","24,806 VND","25,276 VND","34,449,000"
09/02/2022,"25,370 VND","25,793 VND","25,182 VND","25,182 VND","39,268,280"
10/02/2022,"25,182 VND","25,464 VND","24,947 VND","25,182 VND","22,869,600"
11/02/2022,"25,135 VND","25,276 VND","24,900 VND","25,229 VND","15,775,600"
14/02/2022,"24,994 VND","24,994 VND","24,196 VND","24,196 VND","43,235,680"
15/02/2022,"24,243 VND","24,478 VND","24,102 VND","24,337 VND","24,165,600"
16/02/2022,"24,525 VND","24,525 VND","24,196 VND","24,243 VND","13,308,800"
17/02/2022,"24,243 VND","24,665 VND","24,243 VND","24,525 VND","15,980,000"
18/02/2022,"24,290 VND","24,431 VND","24,196 VND","24,243 VND","13,245,200"
21/02/2022,"24,243 VND","24,290 VND","23,867 VND","24,196 VND","24,402,800"
22/02/2022,"23,961 VND","24,290 VND","23,773 VND","24,149 VND","21,665,600"
23/02/2022,"24,290 VND","24,525 VND","24,149 VND","24,290 VND","13,546,600"
24/02/2022,"24,196 VND","24,384 VND","23,397 VND","23,726 VND","33,605,600"
25/02/2022,"23,961 VND","24,102 VND","23,726 VND","23,820 VND","13,331,800"
28/02/2022,"23,726 VND","23,914 VND","23,585 VND","23,679 VND","15,130,200"
01/03/2022,"23,820 VND","23,820 VND","23,538 VND","23,632 VND","14,101,800"
02/03/2022,"23,538 VND","23,538 VND","23,115 VND","23,115 VND","37,544,800"
03/03/2022,"23,256 VND","23,444 VND","23,092 VND","23,327 VND","16,242,000"
04/03/2022,"23,373 VND","23,679 VND","23,256 VND","23,467 VND","14,623,400"
07/03/2022,"23,256 VND","23,303 VND","23,068 VND","23,139 VND","17,604,800"
08/03/2022,"23,021 VND","23,256 VND","22,927 VND","23,021 VND","18,713,000"
09/03/2022,"23,021 VND","23,186 VND","22,974 VND","23,068 VND","24,073,740"
10/03/2022,"23,397 VND","23,397 VND","23,139 VND","23,139 VND","9,432,200"
11/03/2022,"23,115 VND","23,115 VND","22,880 VND","22,974 VND","17,199,800"
14/03/2022,"22,927 VND","22,974 VND","22,692 VND","22,786 VND","17,018,200"
15/03/2022,"22,833 VND","23,021 VND","22,786 VND","22,833 VND","7,648,400"
16/03/2022,"22,927 VND","23,233 VND","22,927 VND","23,045 VND","9,084,000"
17/03/2022,"23,233 VND","23,256 VND","23,021 VND","23,021 VND","7,698,400"
18/03/2022,"23,092 VND","23,209 VND","23,068 VND","23,115 VND","17,199,200"
21/03/2022,"23,139 VND","23,280 VND","23,068 VND","23,233 VND","10,992,000"
22/03/2022,"23,280 VND","23,632 VND","23,256 VND","23,444 VND","15,112,136"
23/03/2022,"23,444 VND","23,585 VND","23,303 VND","23,303 VND","8,146,200"
24/03/2022,"23,303 VND","23,397 VND","23,162 VND","23,162 VND","7,088,000"
25/03/2022,"23,209 VND","23,233 VND","23,092 VND","23,139 VND","16,226,800"
28/03/2022,"23,092 VND","23,092 VND","22,716 VND","22,927 VND","24,739,000"
29/03/2022,"22,974 VND","23,092 VND","22,857 VND","22,974 VND","11,532,000"
30/03/2022,"22,974 VND","23,444 VND","22,974 VND","23,092 VND","11,486,400"
31/03/2022,"23,256 VND","23,350 VND","23,162 VND","23,280 VND","11,710,200"
01/04/2022,"23,280 VND","23,679 VND","23,209 VND","23,632 VND","20,069,000"
04/04/2022,"23,679 VND","23,773 VND","23,327 VND","23,327 VND","19,539,600"
05/04/2022,"23,209 VND","23,256 VND","23,045 VND","23,045 VND","11,604,200"
06/04/2022,"22,974 VND","23,444 VND","22,880 VND","23,444 VND","19,814,200"
07/04/2022,"23,444 VND","23,632 VND","23,162 VND","23,162 VND","17,116,600"
08/04/2022,"23,209 VND","23,209 VND","22,927 VND","22,951 VND","15,776,200"
12/04/2022,"22,880 VND","22,974 VND","22,504 VND","22,551 VND","23,022,680"
13/04/2022,"22,739 VND","22,763 VND","22,504 VND","22,551 VND","14,204,600"
14/04/2022,"22,575 VND","22,716 VND","22,152 VND","22,222 VND","20,006,800"
15/04/2022,"22,222 VND","22,222 VND","21,424 VND","21,424 VND","38,517,600"
18/04/2022,"21,612 VND","21,729 VND","21,048 VND","21,071 VND","27,182,800"
19/04/2022,"21,142 VND","21,353 VND","20,437 VND","20,531 VND","16,805,800"
20/04/2022,"20,531 VND","20,766 VND","20,226 VND","20,226 VND","19,607,600"
21/04/2022,"20,202 VND","20,672 VND","20,155 VND","20,484 VND","20,465,400"
22/04/2022,"20,672 VND","21,024 VND","20,461 VND","20,719 VND","13,606,600"
25/04/2022,"20,766 VND","20,813 VND","19,286 VND","19,286 VND","47,671,400"
26/04/2022,"19,075 VND","19,732 VND","18,252 VND","19,497 VND","24,102,440"
27/04/2022,"19,497 VND","19,826 VND","19,216 VND","19,544 VND","18,270,800"
28/04/2022,"19,568 VND","20,108 VND","19,568 VND","19,873 VND","9,458,600"
29/04/2022,"19,873 VND","20,672 VND","19,826 VND","20,672 VND","20,521,600"
04/05/2022,"20,437 VND","20,508 VND","19,732 VND","19,732 VND","18,096,000"
05/05/2022,"20,132 VND","20,132 VND","19,451 VND","20,014 VND","11,177,200"
06/05/2022,"19,591 VND","19,873 VND","19,497 VND","19,497 VND","22,475,400"
09/05/2022,"19,357 VND","19,451 VND","18,135 VND","18,135 VND","40,450,800"
10/05/2022,"17,595 VND","18,252 VND","17,595 VND","18,182 VND","21,702,600"
11/05/2022,"18,323 VND","18,534 VND","18,065 VND","18,323 VND","9,263,000"
12/05/2022,"18,323 VND","18,323 VND","17,054 VND","17,054 VND","20,658,600"
13/05/2022,"17,054 VND","17,289 VND","15,880 VND","15,880 VND","35,221,000"
16/05/2022,"16,491 VND","16,820 VND","15,316 VND","15,316 VND","27,391,200"
17/05/2022,"15,316 VND","16,373 VND","15,293 VND","16,373 VND","28,801,600"
18/05/2022,"16,773 VND","17,336 VND","16,608 VND","16,937 VND","20,388,200"
19/05/2022,"16,632 VND","17,101 VND","16,538 VND","16,820 VND","13,955,600"
20/05/2022,"16,820 VND","17,125 VND","16,608 VND","16,773 VND","13,906,400"
23/05/2022,"16,820 VND","17,007 VND","16,373 VND","16,373 VND","18,467,600"
24/05/2022,"16,350 VND","16,561 VND","16,162 VND","16,561 VND","10,932,600"
25/05/2022,"16,843 VND","17,219 VND","16,679 VND","17,148 VND","13,419,400"
26/05/2022,"17,242 VND","17,501 VND","17,172 VND","17,242 VND","14,843,600"
27/05/2022,"17,336 VND","17,595 VND","17,313 VND","17,595 VND","13,393,200"
30/05/2022,"17,853 VND","17,853 VND","17,595 VND","17,736 VND","9,845,600"
31/05/2022,"17,595 VND","17,665 VND","17,454 VND","17,454 VND","10,519,600"
01/06/2022,"17,383 VND","17,712 VND","17,219 VND","17,313 VND","36,733,400"
02/06/2022,"17,336 VND","17,383 VND","16,913 VND","17,101 VND","7,429,600"
03/06/2022,"17,078 VND","17,313 VND","16,937 VND","17,125 VND","6,420,400"
06/06/2022,"17,125 VND","17,289 VND","16,913 VND","16,937 VND","11,690,200"
07/06/2022,"16,913 VND","17,007 VND","16,444 VND","17,007 VND","16,473,600"
08/06/2022,"17,054 VND","17,595 VND","16,984 VND","17,501 VND","12,913,600"
09/06/2022,"17,501 VND","17,642 VND","17,407 VND","17,571 VND","11,672,000"
10/06/2022,"17,383 VND","18,276 VND","17,360 VND","17,830 VND","21,924,400"
13/06/2022,"17,383 VND","17,501 VND","16,890 VND","16,913 VND","13,682,400"
14/06/2022,"16,585 VND","17,054 VND","16,538 VND","16,796 VND","15,701,600"
15/06/2022,"16,773 VND","16,984 VND","16,467 VND","16,773 VND","11,438,200"
16/06/2022,"16,867 VND","17,148 VND","16,726 VND","16,937 VND","12,202,000"
17/06/2022,"16,467 VND","16,632 VND","15,903 VND","16,209 VND","12,103,400"
20/06/2022,"16,209 VND","16,538 VND","15,504 VND","15,504 VND","30,389,400"
21/06/2022,"15,551 VND","15,880 VND","15,410 VND","15,504 VND","13,600,400"
22/06/2022,"15,856 VND","16,585 VND","15,715 VND","16,350 VND","13,016,400"
23/06/2022,"16,350 VND","17,101 VND","16,232 VND","16,890 VND","16,588,600"
24/06/2022,"16,890 VND","16,960 VND","16,679 VND","16,679 VND","8,138,200"
27/06/2022,"16,702 VND","16,890 VND","16,679 VND","16,702 VND","18,648,600"
28/06/2022,"16,679 VND","17,360 VND","16,608 VND","17,242 VND","22,929,000"
29/06/2022,"17,007 VND","17,454 VND","17,007 VND","17,266 VND","10,012,000"
30/06/2022,"17,172 VND","17,430 VND","16,702 VND","16,702 VND","7,698,000"
01/07/2022,"16,726 VND","17,031 VND","16,373 VND","16,913 VND","8,084,600"
04/07/2022,"17,031 VND","17,242 VND","16,937 VND","17,078 VND","6,338,000"
05/07/2022,"17,195 VND","17,971 VND","17,078 VND","17,736 VND","22,997,800"
06/07/2022,"17,618 VND","18,041 VND","17,477 VND","17,665 VND","16,616,600"
07/07/2022,"17,595 VND","17,853 VND","17,383 VND","17,759 VND","11,254,800"
08/07/2022,"17,830 VND","17,853 VND","17,548 VND","17,642 VND","8,116,800"
11/07/2022,"17,407 VND","17,524 VND","16,679 VND","16,726 VND","20,396,600"
12/07/2022,"16,820 VND","16,960 VND","16,749 VND","16,960 VND","16,372,360"
13/07/2022,"16,984 VND","17,289 VND","16,913 VND","16,960 VND","6,353,600"
14/07/2022,"16,867 VND","17,054 VND","16,843 VND","16,890 VND","5,804,000"
15/07/2022,"16,960 VND","17,172 VND","16,960 VND","16,960 VND","8,835,800"
18/07/2022,"17,054 VND","17,313 VND","16,960 VND","17,054 VND","9,191,200"
19/07/2022,"17,031 VND","17,054 VND","16,796 VND","16,960 VND","5,133,800"
20/07/2022,"17,148 VND","17,195 VND","17,007 VND","17,054 VND","16,189,600"
21/07/2022,"17,195 VND","17,336 VND","17,054 VND","17,313 VND","18,717,400"
22/07/2022,"17,524 VND","17,806 VND","17,407 VND","17,430 VND","8,849,400"
25/07/2022,"17,313 VND","17,430 VND","17,266 VND","17,289 VND","6,572,600"
26/07/2022,"17,289 VND","17,407 VND","17,172 VND","17,195 VND","10,933,400"
27/07/2022,"17,101 VND","17,195 VND","17,101 VND","17,195 VND","25,914,200"
28/07/2022,"17,336 VND","17,618 VND","17,289 VND","17,524 VND","11,208,600"
29/07/2022,"17,618 VND","17,806 VND","17,454 VND","17,806 VND","12,240,600"
01/08/2022,"17,783 VND","18,229 VND","17,665 VND","18,135 VND","15,310,800"
02/08/2022,"18,041 VND","18,135 VND","17,877 VND","17,994 VND","9,219,800"
03/08/2022,"17,994 VND","18,041 VND","17,783 VND","17,924 VND","18,289,400"
04/08/2022,"17,971 VND","18,252 VND","17,947 VND","18,041 VND","13,301,600"
05/08/2022,"18,041 VND","18,229 VND","17,994 VND","18,041 VND","7,829,800"
08/08/2022,"18,088 VND","18,628 VND","18,088 VND","18,417 VND","18,830,800"
09/08/2022,"18,511 VND","18,628 VND","18,323 VND","18,393 VND","8,904,800"
10/08/2022,"18,252 VND","18,346 VND","18,182 VND","18,229 VND","8,606,600"
11/08/2022,"18,370 VND","18,464 VND","18,018 VND","18,088 VND","17,948,400"
12/08/2022,"18,088 VND","18,229 VND","17,971 VND","18,229 VND","6,520,800"
15/08/2022,"18,323 VND","18,487 VND","18,252 VND","18,370 VND","12,053,200"
16/08/2022,"18,346 VND","18,417 VND","18,299 VND","18,323 VND","15,239,600"
17/08/2022,"18,346 VND","18,487 VND","18,323 VND","18,464 VND","10,708,600"
18/08/2022,"18,370 VND","18,558 VND","18,299 VND","18,370 VND","15,784,400"
19/08/2022,"18,346 VND","18,417 VND","18,299 VND","18,323 VND","5,543,800"
22/08/2022,"18,252 VND","18,370 VND","18,112 VND","18,182 VND","13,624,200"
23/08/2022,"18,159 VND","18,229 VND","18,018 VND","18,229 VND","8,279,800"
24/08/2022,"18,229 VND","18,675 VND","18,229 VND","18,440 VND","11,416,400"
25/08/2022,"18,464 VND","18,652 VND","18,464 VND","18,581 VND","9,605,600"
26/08/2022,"18,605 VND","18,769 VND","18,558 VND","18,558 VND","8,758,000"
29/08/2022,"18,229 VND","18,370 VND","18,088 VND","18,205 VND","9,101,200"
30/08/2022,"18,229 VND","18,393 VND","18,205 VND","18,205 VND","21,423,800"
31/08/2022,"18,205 VND","18,393 VND","18,159 VND","18,299 VND","4,863,800"
05/09/2022,"18,252 VND","18,276 VND","18,112 VND","18,135 VND","14,489,200"
06/09/2022,"18,112 VND","18,323 VND","18,112 VND","18,159 VND","10,215,400"
07/09/2022,"18,159 VND","18,182 VND","17,642 VND","17,642 VND","11,850,000"
08/09/2022,"17,736 VND","17,806 VND","17,548 VND","17,571 VND","24,620,400"
09/09/2022,"17,712 VND","17,712 VND","17,383 VND","17,689 VND","7,536,200"
12/09/2022,"17,689 VND","17,759 VND","17,595 VND","17,618 VND","4,171,802"
13/09/2022,"17,571 VND","17,665 VND","17,524 VND","17,524 VND","51,987,500"
14/09/2022,"17,148 VND","17,383 VND","17,148 VND","17,289 VND","8,088,800"
15/09/2022,"17,383 VND","17,407 VND","17,195 VND","17,195 VND","3,223,800"
16/09/2022,"17,101 VND","17,219 VND","16,913 VND","16,913 VND","4,416,400"
19/09/2022,"16,913 VND","16,913 VND","16,373 VND","16,467 VND","34,113,200"
20/09/2022,"16,702 VND","16,702 VND","16,397 VND","16,467 VND","5,844,000"
21/09/2022,"16,444 VND","16,491 VND","16,209 VND","16,209 VND","18,394,200"
22/09/2022,"16,115 VND","16,279 VND","16,021 VND","16,232 VND","7,369,600"
23/09/2022,"16,185 VND","16,256 VND","15,997 VND","16,068 VND","7,402,400"
26/09/2022,"15,903 VND","15,903 VND","15,481 VND","15,621 VND","16,514,000"
27/09/2022,"15,762 VND","15,927 VND","15,598 VND","15,739 VND","10,102,894"
28/09/2022,"15,668 VND","15,833 VND","15,598 VND","15,621 VND","4,139,800"
29/09/2022,"15,833 VND","15,833 VND","15,504 VND","15,504 VND","8,240,600"
30/09/2022,"15,504 VND","15,598 VND","15,128 VND","15,269 VND","12,744,400"
03/10/2022,"15,269 VND","15,316 VND","14,212 VND","14,212 VND","22,071,680"
04/10/2022,"14,470 VND","14,564 VND","14,095 VND","14,236 VND","15,904,400"
05/10/2022,"14,564 VND","14,588 VND","14,329 VND","14,329 VND","14,924,200"
06/10/2022,"14,329 VND","14,470 VND","13,766 VND","13,766 VND","15,307,400"
07/10/2022,"13,578 VND","13,578 VND","12,803 VND","12,803 VND","56,437,940"
10/10/2022,"12,121 VND","12,662 VND","11,910 VND","12,121 VND","58,218,600"
11/10/2022,"12,121 VND","12,121 VND","11,276 VND","11,276 VND","60,630,400"
12/10/2022,"11,276 VND","11,933 VND","11,064 VND","11,652 VND","24,562,800"
13/10/2022,"11,652 VND","11,886 VND","11,323 VND","11,886 VND","35,039,400"
14/10/2022,"12,450 VND","12,450 VND","11,980 VND","12,074 VND","13,416,800"
17/10/2022,"11,980 VND","11,980 VND","11,440 VND","11,792 VND","19,937,600"
18/10/2022,"12,027 VND","12,168 VND","11,816 VND","11,886 VND","10,540,200"
19/10/2022,"11,886 VND","11,980 VND","11,558 VND","11,839 VND","9,680,200"
20/10/2022,"11,792 VND","11,792 VND","11,534 VND","11,558 VND","12,720,200"
21/10/2022,"11,675 VND","11,675 VND","10,759 VND","10,759 VND","21,413,200"
24/10/2022,"10,829 VND","10,970 VND","10,007 VND","10,007 VND","77,401,200"
25/10/2022,"10,007 VND","10,547 VND","9,396 VND","10,007 VND","28,126,800"
26/10/2022,"10,195 VND","10,242 VND","9,890 VND","10,054 VND","15,080,800"
27/10/2022,"10,101 VND","10,735 VND","10,101 VND","10,735 VND","18,345,600"
28/10/2022,"11,088 VND","11,464 VND","11,041 VND","11,464 VND","27,929,460"
31/10/2022,"11,558 VND","11,652 VND","11,041 VND","11,558 VND","14,567,400"
01/11/2022,"11,745 VND","12,215 VND","11,745 VND","12,051 VND","20,478,800"
02/11/2022,"12,074 VND","12,121 VND","11,769 VND","11,839 VND","17,205,600"
03/11/2022,"11,581 VND","12,145 VND","11,581 VND","12,145 VND","17,896,000"
04/11/2022,"11,745 VND","11,980 VND","11,299 VND","11,980 VND","34,814,400"
07/11/2022,"11,957 VND","12,121 VND","11,158 VND","11,158 VND","21,850,400"
08/11/2022,"11,158 VND","11,698 VND","10,806 VND","11,346 VND","28,977,200"
09/11/2022,"11,511 VND","11,792 VND","11,370 VND","11,440 VND","8,270,400"
10/11/2022,"11,276 VND","11,323 VND","10,641 VND","10,688 VND","28,079,400"
11/11/2022,"11,041 VND","11,252 VND","10,712 VND","10,712 VND","10,959,000"
14/11/2022,"10,430 VND","10,524 VND","10,007 VND","10,430 VND","13,577,000"
15/11/2022,"10,360 VND","10,360 VND","9,702 VND","9,725 VND","21,886,000"
16/11/2022,"9,068 VND","10,383 VND","9,068 VND","10,383 VND","48,221,200"
17/11/2022,"10,665 VND","10,829 VND","10,430 VND","10,782 VND","13,492,600"
18/11/2022,"10,735 VND","10,970 VND","10,242 VND","10,665 VND","15,249,600"
21/11/2022,"10,641 VND","10,853 VND","10,453 VND","10,453 VND","17,758,800"
22/11/2022,"10,360 VND","10,829 VND","10,266 VND","10,266 VND","18,897,600"
23/11/2022,"10,336 VND","10,524 VND","10,195 VND","10,336 VND","8,037,600"
24/11/2022,"10,336 VND","10,430 VND","10,101 VND","10,406 VND","15,683,000"
25/11/2022,"10,500 VND","10,806 VND","10,430 VND","10,806 VND","11,542,400"
28/11/2022,"10,947 VND","11,558 VND","10,923 VND","11,558 VND","22,463,200"
29/11/2022,"11,722 VND","12,027 VND","11,440 VND","11,839 VND","16,752,800"
30/11/2022,"11,839 VND","12,168 VND","11,722 VND","12,168 VND","17,721,400"
01/12/2022,"12,333 VND","13,014 VND","12,333 VND","12,873 VND","37,717,000"
02/12/2022,"12,685 VND","13,625 VND","12,615 VND","13,531 VND","38,392,400"
05/12/2022,"13,860 VND","14,001 VND","13,531 VND","13,625 VND","16,932,200"
06/12/2022,"13,531 VND","13,625 VND","12,685 VND","12,709 VND","29,901,000"
07/12/2022,"12,685 VND","12,756 VND","12,192 VND","12,403 VND","14,228,800"
08/12/2022,"12,591 VND","13,249 VND","12,450 VND","13,249 VND","29,108,600"
09/12/2022,"13,366 VND","13,390 VND","13,014 VND","13,272 VND","11,210,800"
12/12/2022,"13,272 VND","13,413 VND","12,779 VND","12,779 VND","73,107,200"
13/12/2022,"12,779 VND","13,531 VND","12,685 VND","13,531 VND","15,355,800"
14/12/2022,"13,860 VND","13,954 VND","13,531 VND","13,531 VND","25,549,200"
15/12/2022,"13,531 VND","13,883 VND","13,437 VND","13,860 VND","15,675,600"
16/12/2022,"13,625 VND","13,766 VND","13,437 VND","13,695 VND","23,914,360"
19/12/2022,"13,695 VND","14,400 VND","13,648 VND","13,742 VND","20,054,400"
20/12/2022,"13,625 VND","13,742 VND","12,803 VND","13,014 VND","41,415,200"
21/12/2022,"13,178 VND","13,249 VND","12,356 VND","13,014 VND","15,065,400"
22/12/2022,"13,037 VND","13,343 VND","12,803 VND","13,014 VND","15,723,800"
23/12/2022,"13,014 VND","13,108 VND","12,662 VND","12,967 VND","7,229,400"
26/12/2022,"12,803 VND","12,873 VND","12,074 VND","12,074 VND","15,127,200"
27/12/2022,"12,027 VND","12,356 VND","11,933 VND","12,356 VND","11,276,400"
28/12/2022,"12,262 VND","12,427 VND","12,098 VND","12,286 VND","15,148,800"
29/12/2022,"12,262 VND","12,356 VND","12,098 VND","12,192 VND","7,159,400"
30/12/2022,"12,192 VND","12,262 VND","12,145 VND","12,145 VND","11,005,800"
03/01/2023,"12,098 VND","12,897 VND","12,098 VND","12,897 VND","7,573,600"
04/01/2023,"12,897 VND","13,061 VND","12,803 VND","12,826 VND","13,184,600"
05/01/2023,"12,826 VND","13,061 VND","12,756 VND","12,990 VND","15,675,600"
06/01/2023,"12,897 VND","13,343 VND","12,826 VND","13,014 VND","15,721,800"
09/01/2023,"13,061 VND","13,131 VND","12,967 VND","13,037 VND","14,975,400"
10/01/2023,"13,037 VND","13,155 VND","12,826 VND","12,897 VND","5,392,400"
11/01/2023,"12,897 VND","13,155 VND","12,826 VND","12,990 VND","6,887,600"
12/01/2023,"12,990 VND","13,131 VND","12,967 VND","13,084 VND","7,054,400"
13/01/2023,"13,108 VND","13,296 VND","13,061 VND","13,061 VND","5,620,400"
16/01/2023,"13,084 VND","13,202 VND","12,990 VND","13,202 VND","30,109,200"
17/01/2023,"13,343 VND","13,766 VND","13,319 VND","13,625 VND","16,847,800"
18/01/2023,"13,672 VND","13,695 VND","13,578 VND","13,672 VND","20,182,580"
19/01/2023,"13,554 VND","13,766 VND","13,554 VND","13,672 VND","20,606,800"
27/01/2023,"13,789 VND","13,954 VND","13,625 VND","13,648 VND","11,078,400"
30/01/2023,"13,648 VND","13,648 VND","13,413 VND","13,484 VND","12,916,000"
